name,email,phone_number,employee_id,position,department,salary,hire_date,employment_type,address,manager,performance_rating,skills,office_location,has_parking_pass
Kenneth Vargas,oduncan@example.org,989-247-7457x4740,bdf780a2-ca5f-45a6-abb9-d52ac4129c3a,"Research officer, political party",Engineering,102029.23,2025-01-14,Part-time,"445 Martinez Haven
East Jamesmouth, VT 05429",Ryan Webster,3.6,"['serious', 'international', 'theory', 'very', 'low']",Christinechester,No
Alicia Alvarado,stacy99@example.com,(458)208-3709x9226,d848e8d0-8f2b-4afb-affe-37405ff3497a,Orthoptist,Engineering,94768.44,2024-11-03,Part-time,"33184 Deborah River Apt. 654
Sanchezfort, MD 29383",Amy Anderson,2.3,"['ready', 'forward', 'know', 'discover', 'add']",North Nicholas,Yes
Scott Cruz,zwood@example.com,(324)945-6375x610,71a11299-eb43-4a8f-abfa-0aecd94acce6,"Teacher, secondary school",Engineering,94248.53,2016-09-13,Contract,"360 Roger Ramp
New Russellshire, IA 30563",Tracy Powell,4.9,"['agency', 'manager', 'environmental', 'bad', 'and']",Kimberlyhaven,Yes
Candace Dougherty,richard75@example.com,(470)574-8091x17364,0a41048f-e6a1-4dec-b72b-80ea52b0195f,"Librarian, public",Finance,92573.86,2016-02-22,Part-time,"90871 Snyder Route
Charlottemouth, MH 01776",Natalie Jones,2.6,"['church', 'class', 'bad', 'everything', 'area']",Joseland,Yes
Heather Maldonado,normanjulie@example.com,(398)522-9499x120,ae801f7f-e859-4cdc-8002-5728c54d716c,Fine artist,Finance,115700.48,2019-08-15,Part-time,"6004 Lee Junction Apt. 539
East Brian, NC 60741",Ryan Nelson,4.8,"['carry', 'step', 'top', 'hear', 'choice']",West Williamfurt,Yes
David Cole,timothy04@example.com,309-211-4522,4ac08b47-5f93-4573-8ad4-d354a6771d5f,Hospital pharmacist,HR,40877.11,2021-05-09,Contract,"366 Luis Roads
South Russellborough, MI 96859",April Carter,1.5,"['response', 'possible', 'believe', 'blue', 'suggest']",Irwinmouth,No
Donald Wu,diana58@example.org,001-962-537-3623x1302,299941a9-5a2a-4cef-b512-0222d934c8c2,Acupuncturist,Finance,65617.24,2015-08-16,Contract,"5819 Brady Ranch
Owensmouth, PR 96775",Harry Wood,2.7,"['college', 'environmental', 'Republican', 'available', 'carry']",Anthonyfurt,Yes
Danny Peters,michael72@example.org,465.763.0276x941,544daa60-0f37-4848-af5f-1ed3b34e7fec,"Producer, radio",Marketing,67476.49,2019-04-19,Contract,"0540 Eric Flats Apt. 386
Oscartown, MI 02026",Jose Hill,4.1,"['including', 'billion', 'floor', 'laugh', 'conference']",Melissaside,Yes
Carly Thomas,matthewschristian@example.net,(713)224-4574x813,87aee2ca-5f91-4afc-8a52-0845a743c6c3,Translator,Engineering,69282.16,2017-05-05,Contract,"13106 Rachel Keys Suite 358
Scottmouth, TN 45342",Barbara Costa,1.5,"['become', 'voice', 'effect', 'section', 'fine']",East Ashley,No
Lance Patterson,seangilbert@example.org,(303)725-2514,09536f24-0f2c-4c48-b26d-5e60ff0521a0,Chief Technology Officer,Sales,54289.7,2017-11-17,Full-time,"0036 Morris Keys
West Randyshire, VI 62040",Maurice Espinoza,2.8,"['sell', 'marriage', 'ahead', 'identify', 'matter']",Rebeccaview,No
Todd Walker,david38@example.com,5412451646,3261bf35-903c-4cdd-ba9c-3e6a99f48867,Immigration officer,Sales,58658.78,2024-08-06,Full-time,"37856 Paige Terrace Suite 175
West Scotthaven, ME 11803",Laura Pitts,3.6,"['give', 'recently', 'especially', 'herself', 'heavy']",Oconnorchester,Yes
Shane Stafford,damon09@example.net,551-793-7850,d801a022-a720-41e8-9186-1773340c598d,"Development worker, community",Sales,109813.7,2020-04-13,Part-time,"653 Roberta Ports
Lyonstown, CT 80886",Nathan Ewing,2.0,"['like', 'audience', 'government', 'human', 'paper']",East Georgechester,Yes
Todd Crawford,thomasrodriguez@example.org,836.829.6379,e89e3b3e-4829-48c6-9740-cb04ce24d75d,Animal nutritionist,Engineering,112967.39,2020-09-27,Full-time,"73433 Alvarado Squares Apt. 802
Transtad, HI 24774",Evan Williams,2.1,"['contain', 'commercial', 'office', 'produce', 'answer']",Lesterview,Yes
Gabriel Sandoval,sarahwatts@example.org,001-353-388-9922,13e60cfe-1ab0-420d-ac3f-6d3c9997a6aa,Technical sales engineer,Engineering,116058.89,2024-02-11,Part-time,"646 Nicole Port
Haleshire, IA 54149",Kimberly Gould,1.9,"['media', 'more', 'town', 'eye', 'mind']",Rossborough,No
Sandra Warner,sarah47@example.com,647-239-7949,75ee9afd-c837-43f8-a554-6317e34244a1,Meteorologist,Sales,45040.1,2023-03-08,Full-time,"4341 Andrew Circle Apt. 756
Millerbury, MH 35162",Stephanie Jackson,4.8,"['hair', 'government', 'anyone', 'where', 'view']",Charlesfurt,No
Monica Chavez,ugarza@example.net,(671)441-8806,cdc793a4-484d-4936-84f8-bc16624d1d56,Haematologist,Finance,73907.45,2018-10-28,Contract,"424 Parks Extension Suite 160
Heatherland, KS 58207",Alicia Rodriguez,3.9,"['show', 'board', 'during', 'structure', 'detail']",Bradleytown,No
Travis Stevens,singletonnicole@example.org,(353)766-5412,d80ca8e2-af22-4ccb-984c-ef1e0e68550e,Press photographer,Sales,112205.14,2019-01-11,Contract,"5112 Cameron Landing
Samanthahaven, NE 43196",Daniel Harris,3.3,"['article', 'claim', 'there', 'trade', 'prevent']",Cookborough,No
Sarah Benson,klambert@example.org,(273)220-6225x32627,127a421e-2bb7-4c92-a1bf-4b6d76305387,Financial trader,Marketing,47224.83,2017-04-14,Part-time,"9277 Ford Village Apt. 594
Frederickfort, AZ 19006",Heather Gardner,4.6,"['various', 'tax', 'share', 'me', 'record']",West Angela,Yes
Steven Allen,jsmith@example.com,538.718.3100,a6e2021e-ece9-4ee1-9a76-3ec7962dbc00,"Engineer, structural",Engineering,99688.88,2015-08-12,Full-time,"8897 Romero Alley
Williemouth, NH 62720",Toni Moore,1.3,"['we', 'notice', 'rate', 'lawyer', 'star']",East Katherine,No
Kyle Tucker,jacksonkelly@example.com,345.698.9613,f57345c9-86a9-41f9-bce1-6dc07c80b121,Radio broadcast assistant,HR,51547.33,2017-09-19,Contract,"5265 Scott Divide Suite 896
Johnsonchester, AS 93767",Craig Lindsey,2.5,"['boy', 'support', 'some', 'material', 'western']",East Wendy,No
Jennifer Allen,huffmanphilip@example.net,6869924665,1c022c7e-bfaa-426c-b5ce-e39cd3b1e35b,"Engineer, electrical",Sales,109796.81,2015-07-29,Part-time,"9855 Watson Manors Suite 721
Port Melissafurt, WA 19329",Michelle Mcmahon,2.2,"['suffer', 'back', 'hundred', 'view', 'art']",Hamptonmouth,Yes
Matthew White,ggonzales@example.net,+1-289-662-2570x719,2f40c80a-5006-41a8-b424-316bda7f0493,Systems developer,Engineering,42598.54,2020-02-14,Full-time,"70784 Marshall Stravenue Suite 049
Lawsonchester, NM 99327",Loretta Turner,1.1,"['how', 'remember', 'five', 'night', 'from']",South Sarahhaven,Yes
Michael Sullivan,carlahoffman@example.net,001-527-399-5900,ae9c60bd-5eac-43f5-85fa-931a567e9926,Patent attorney,Marketing,102098.35,2021-01-24,Contract,"43363 Fernando Valley Apt. 497
Martinside, MA 73453",Michael Young,1.5,"['network', 'have', 'idea', 'statement', 'interest']",East Carolton,No
Michael Thompson,johnmahoney@example.net,001-313-288-1814x80192,9cbd52ce-1cf8-4e8f-a4f0-720d4ab5ede8,"Engineer, automotive",Marketing,69989.51,2018-11-10,Part-time,"4414 Steven Plaza
Stevenburgh, FM 61236",Dr. Caroline Gray,2.2,"['hot', 'back', 'contain', 'building', 'hotel']",Mortonborough,No
Felicia Wilson,ebarr@example.org,923-801-6120,b5172d2f-76cd-463b-89d4-88aca5c08d3e,Ranger/warden,HR,106850.55,2020-03-31,Part-time,"680 Nguyen Views Apt. 091
Amberborough, IA 64231",Donna Strickland,1.7,"['eight', 'half', 'early', 'low', 'movement']",Danielfort,Yes
Shawn Cruz,ayerstammy@example.org,251-420-4414x6012,528e04da-3d52-44db-bfa7-bb32d69cad2b,"Scientist, audiological",HR,66180.85,2020-03-16,Contract,"Unit 1367 Box 6649
DPO AP 82342",Michael Ellis,4.6,"['receive', 'buy', 'everyone', 'seat', 'what']",East Zacharymouth,Yes
Jordan Ballard,hjohnson@example.org,5803904972,d67b614a-8d2b-4f88-bf85-51c9bfba0623,Database administrator,Finance,65585.49,2019-05-26,Full-time,"035 Wilson Brook Suite 885
Lake Ashley, WY 22038",Joel Lee,2.2,"['this', 'spend', 'once', 'responsibility', 'suggest']",Burtonport,Yes
Debra Bell,bdavis@example.net,445.254.8540x6463,70d92054-ad3d-4301-a614-666adf6763d0,Electronics engineer,Sales,110948.47,2020-04-03,Contract,"71711 Lopez Land
New Kaitlinville, MH 78180",Benjamin Myers,4.8,"['night', 'suggest', 'then', 'ten', 'season']",Port John,No
William Schultz,courtneywinters@example.org,+1-224-898-5841x19895,9ba209d4-cfcd-4819-8d13-592c9f234024,Learning mentor,HR,102714.12,2020-09-27,Contract,"865 Tammy Lakes Suite 283
Matthewberg, AL 33292",Thomas Smith,2.1,"['soon', 'week', 'sound', 'item', 'source']",East Connieport,No
Mario Parker,elizabethmoore@example.com,001-649-945-7269x42119,82862445-cd4f-49f8-aa4d-cd93ff36df41,Logistics and distribution manager,Marketing,101129.45,2015-07-07,Full-time,"17553 King Alley
Hughesshire, OH 28435",Travis James,1.5,"['catch', 'American', 'project', 'itself', 'run']",Lake Philipbury,No
Robert Cross,qmoody@example.net,+1-647-831-9492x5692,6ebf0621-7894-43dc-899e-62e3b9a73214,Naval architect,HR,49492.64,2017-12-10,Part-time,"065 Ross Dale
Josephburgh, RI 06903",Kimberly Wilson,1.8,"['director', 'game', 'break', 'something', 'lose']",New Reginamouth,Yes
Richard Perry Jr.,csalazar@example.com,997.501.0593,ca95d1e6-e120-42b0-bbdf-43fa2f3709e6,"Research officer, government",HR,103104.5,2019-04-12,Part-time,"6456 Brooke Walk
West Jose, DE 26088",Patrick Conley,1.4,"['act', 'impact', 'very', 'half', 'song']",East Amandashire,No
Michelle Mccall,qmyers@example.com,(639)790-0141x29341,d086466b-b9b9-4df8-8f34-d84ce44709e3,Personal assistant,Sales,55684.96,2021-01-27,Contract,"0819 Eric Dale
Saunderston, OR 55539",David Underwood,1.1,"['mother', 'democratic', 'letter', 'news', 'table']",East Kimberlymouth,No
Colin Joseph,bware@example.com,360-776-5409,9217b33b-6c7c-4f10-b969-e4c47a426eae,Historic buildings inspector/conservation officer,Finance,117295.66,2018-09-22,Contract,"6690 Taylor Green
West Billy, TN 12285",Justin Combs,2.6,"['he', 'receive', 'determine', 'actually', 'raise']",East Karenport,Yes
Curtis Robinson,danielhall@example.org,444-267-8810x8171,dab93a6e-ed46-466e-ac64-c3958efa6ad5,Hospital doctor,Marketing,114075.05,2015-10-12,Contract,"07307 Dennis Harbor Suite 232
Caitlinbury, VT 52694",Stephen Gonzales,1.4,"['special', 'politics', 'make', 'better', 'again']",Anthonyland,No
Adam Mann,barnesbarbara@example.org,567-705-4891,6eb788bd-812c-4f69-94e6-4714a918f5a0,"Engineer, broadcasting (operations)",Engineering,86816.7,2019-12-20,Full-time,"USNV Gomez
FPO AE 54852",Marc Gonzales,4.4,"['politics', 'rate', 'size', 'get', 'allow']",North Andrew,No
Andrea Hill,annajones@example.net,988-777-0275x58375,e0f9cc2e-3fc1-46bb-a001-66f708867a04,"Editor, film/video",Engineering,69811.1,2019-01-22,Full-time,"Unit 7419 Box 4879
DPO AP 55657",David Holmes,2.6,"['act', 'find', 'civil', 'sign', 'future']",Davidtown,No
Megan Reyes,barbara19@example.org,677.218.7403x995,219be63d-258d-4183-a6b9-84eb6eca488c,Audiological scientist,Finance,72496.75,2021-01-12,Part-time,"04535 Clark Greens
Smallville, AR 02371",Christopher Griffin,5.0,"['represent', 'hand', 'everyone', 'bring', 'officer']",Stoneville,No
Tony Castro,harrissophia@example.org,911.751.2410,933c82c3-bdef-4c8d-b1b4-74c605cf4c71,Regulatory affairs officer,Engineering,118477.93,2024-10-22,Full-time,"44922 David Brook Apt. 149
Allisonmouth, NJ 71025",Tanya Wagner,2.6,"['become', 'law', 'approach', 'girl', 'truth']",Jonesberg,No
Nicole Walters,kristenporter@example.org,948-624-5721,6435b164-2f3d-48e0-bc18-57e8b4e7228b,Tour manager,Sales,58939.91,2018-09-03,Full-time,"59577 Connie Plaza Apt. 086
Sandraland, CT 23583",Sara Ward,3.7,"['make', 'fight', 'new', 'campaign', 'support']",North Markland,Yes
Stephanie Harrison,brettsilva@example.com,4168509269,0feba754-f245-4df6-98bc-f85d2d00e7d8,Insurance account manager,Marketing,50409.6,2025-01-14,Part-time,"79719 Joseph Turnpike Suite 596
North Pennyside, MH 38291",Taylor May,2.9,"['particular', 'nothing', 'defense', 'this', 'take']",Brianside,No
Dana Murillo,ramossandra@example.net,209-898-6850x8255,f1cff0c9-3919-4f7b-8655-a61cd604498d,Town planner,Sales,91695.32,2023-09-09,Full-time,"335 Rose Terrace Suite 444
Lake Amanda, NY 33726",Taylor Gutierrez,2.5,"['offer', 'someone', 'discover', 'unit', 'prevent']",Dawntown,Yes
Jesse Patton,debbieroberts@example.org,001-232-874-1175x383,e57cf3b7-3608-4774-8894-da1981a16049,Public librarian,Finance,65479.68,2019-10-19,Full-time,"2154 Ruth Lake Apt. 278
West Michelletown, OH 66600",Donna Nguyen,2.9,"['clearly', 'sport', 'recently', 'establish', 'too']",Maureenland,No
Mrs. Jennifer Smith,carrillomitchell@example.org,614-634-4348,048b143d-fd87-4eab-a08b-7a76aab24731,English as a second language teacher,Marketing,73315.32,2018-03-02,Part-time,"928 Eaton Junction Apt. 913
Obrienfort, MT 97768",Jose Koch,2.6,"['rock', 'area', 'yes', 'answer', 'miss']",Jeffreyland,Yes
Theresa Bennett DVM,kevin71@example.net,969.756.2899x392,ce941aac-52e0-475e-aca1-d1fa2d1bf0ca,International aid/development worker,Finance,110261.88,2021-05-13,Part-time,"38804 Dominique Light Suite 127
Davidsonville, PA 77449",Shelby Acosta,2.2,"['suffer', 'late', 'owner', 'skill', 'have']",Port Chelsea,No
Brandon Cook,darrellgutierrez@example.net,001-951-220-4461x115,99d2e501-424d-4151-92ed-c4b4f54a3cbe,Insurance account manager,HR,62643.3,2017-08-27,Part-time,"36901 Steele Trail Suite 139
East Caitlinstad, OR 11019",William Freeman,2.0,"['finish', 'board', 'the', 'side', 'word']",New Heidi,No
Angelica Klein,monica82@example.com,001-405-215-3005x7914,9bedfcb3-0297-405e-a412-0db5ca27a74a,Editorial assistant,Engineering,40702.63,2017-05-30,Contract,"4554 James Drives
Melissatown, HI 27226",Nichole Clarke,1.6,"['cup', 'wrong', 'contain', 'through', 'herself']",Mcintoshview,No
Melissa Rowe,carrsara@example.com,001-661-289-5967x01621,1573ff77-54ea-4f0f-b6e1-ad27d3a5fdde,Production manager,HR,50745.34,2019-02-18,Full-time,"224 Michael Pine Suite 514
Chapmanville, GU 31362",James Brooks,1.7,"['child', 'animal', 'with', 'such', 'floor']",Benjaminhaven,No
Peter Walsh,eddie59@example.com,(516)935-4540x15941,c171ef7b-9f30-4f61-970f-ce6a74febc14,Research scientist (physical sciences),Marketing,70650.8,2018-10-30,Part-time,"PSC 7157, Box 7204
APO AP 69191",Alyssa Simpson,2.3,"['work', 'rule', 'green', 'north', 'suddenly']",Grantton,Yes
Carolyn Vasquez,yvalenzuela@example.net,2404739753,b589a089-5e4b-4a12-88ed-9bbe7cfa2626,"Journalist, magazine",HR,85364.45,2018-03-30,Full-time,"64236 Jones Knoll
Johnstad, PA 02960",Laura Smith,1.6,"['source', 'those', 'high', 'tough', 'night']",Simonborough,No
Thomas Valentine,shannonwood@example.com,510-639-4891x7639,1269ed79-18b2-42a4-a4e2-4f8fc2b16306,"Engineer, electrical",HR,90566.67,2022-03-08,Full-time,"728 Kenneth Square
West Amybury, LA 43802",Stacy Sweeney,3.6,"['drive', 'than', 'act', 'this', 'whole']",Millshaven,Yes
Anthony Wallace,michele19@example.org,(530)683-6531,7668b532-7001-4147-a5f3-0c978e1b20f1,Minerals surveyor,Engineering,84071.85,2022-08-18,Full-time,"832 Perez Ports Suite 048
Cynthiahaven, TX 58153",Jessica Ward,2.8,"['painting', 'summer', 'heavy', 'send', 'political']",Ronaldton,Yes
Caleb Diaz,ijones@example.net,368.428.0647,b76692b2-d10d-4fbd-a066-e3889cf1863a,Network engineer,Engineering,50835.76,2015-05-23,Contract,"5727 Maria Bypass Apt. 512
New Sherry, IA 62365",Karen Hines,3.3,"['participant', 'front', 'attention', 'section', 'special']",West Anthony,Yes
Danielle Green,princeblake@example.org,(755)958-3461x97898,7ce444a4-1742-473f-8aeb-a152ae8a371f,Counselling psychologist,Marketing,76851.17,2017-05-24,Part-time,"USS Barker
FPO AE 42207",Cheryl Pace,4.9,"['culture', 'development', 'could', 'here', 'old']",Tiffanyville,No
Rebecca Gonzalez,samuel35@example.net,001-766-717-9167x7586,d7e644df-6923-4288-aa89-e0e5df595663,Animal nutritionist,Finance,81869.8,2022-07-18,Part-time,"09699 Decker Valley Suite 440
Josephfort, IN 04393",Thomas Cox,4.0,"['check', 'service', 'method', 'room', 'fast']",South Karaberg,Yes
Benjamin Carlson,sherrycooper@example.com,+1-808-976-1885x84122,58f257b8-1c26-4b54-b9fc-0b9eb4642a57,Theatre director,Engineering,44865.0,2021-12-16,Full-time,"098 Ramos Stream
Port Susanstad, PR 65964",Brian Miller,2.6,"['news', 'back', 'run', 'may', 'role']",Port Travisbury,Yes
Peter Bell,ogilbert@example.com,+1-319-786-8506x940,00aaea66-450d-4f5f-aaa3-9ad52bb41370,Emergency planning/management officer,Sales,118139.71,2016-04-12,Contract,"736 Taylor Club
West Michaelfurt, AL 07919",Sandra Mckinney,4.2,"['speech', 'manage', 'degree', 'stage', 'lot']",Marcusfort,Yes
Barbara Sullivan,natalie50@example.net,001-414-884-5318,7e42efbc-515c-4135-9800-94c430eff1e3,Sub,HR,115700.67,2021-01-25,Contract,"USNV Reyes
FPO AP 51201",Erin Jefferson,1.9,"['why', 'sell', 'policy', 'most', 'me']",Hernandezshire,No
Lori Huber,marshallbrian@example.net,(633)390-7774x969,f6cb0199-4646-467e-b64b-2f426f6f76c2,IT technical support officer,Finance,81468.15,2016-03-07,Contract,"29261 Kelsey Mountain Apt. 538
Lopezhaven, MN 05643",Megan Bryan,4.3,"['thousand', 'arm', 'interview', 'range', 'letter']",West Amandaport,No
Jaime Taylor,krodriguez@example.com,246.614.2103,cfeaba71-f5e8-4da7-b3b1-8a2342a29934,Clinical biochemist,HR,108539.48,2019-08-13,Part-time,"7833 Larry Heights
Archerchester, MT 22877",Adrian Moore,3.6,"['myself', 'if', 'section', 'room', 'goal']",Davidton,Yes
Nicole Bell,gabrielle27@example.com,001-921-796-4950x77522,563f8efb-ca62-4229-af31-2976303006a7,"Producer, radio",Engineering,94567.37,2021-11-09,Contract,"556 Michael Street Suite 402
North Rachel, AR 61631",Zachary Parrish,2.5,"['alone', 'morning', 'expert', 'task', 'food']",Robinton,No
Claudia Harding,montgomerymatthew@example.net,587-515-2296,6fa3f992-6b9b-4077-bb8e-11f12ae2dc2a,"Engineer, civil (contracting)",Finance,48747.69,2016-02-08,Part-time,"95203 Richard Trail
Brendabury, NE 11899",David Alvarez,2.5,"['how', 'support', 'top', 'message', 'weight']",Millermouth,Yes
Zachary Sims,rachelfreeman@example.org,633-402-6481,a537408e-3aba-47f9-b1e1-aff4da089d1d,"Education officer, community",Finance,85717.36,2018-05-17,Part-time,"6915 Buchanan Lodge Apt. 095
North Scottfurt, MS 54750",Nicole Dyer,1.5,"['whose', 'foreign', 'month', 'follow', 'law']",Walterfort,Yes
Gwendolyn Wheeler,zcurry@example.com,373-549-9027,c1b29a6a-f9d4-44d8-b0ff-bbd409916c3b,Equality and diversity officer,HR,102363.39,2018-01-19,Part-time,"0516 Burns Road
West Robertmouth, WA 32077",Maria Graves,4.0,"['often', 'such', 'word', 'under', 'still']",Phillipstown,Yes
Steven Gonzales,angelawolf@example.com,001-895-427-6940x7612,0b8e26eb-c243-43ec-8e66-34ac7f3ebe08,Careers information officer,Finance,65472.28,2022-01-31,Full-time,"USNS Jones
FPO AA 49793",Megan Martin,2.3,"['company', 'car', 'home', 'score', 'try']",West Dariusberg,No
Alexander Gray,ashleybaxter@example.net,(406)746-6640x9080,04488f51-a545-406f-9cc6-be79df0fbd72,Health service manager,Marketing,113954.53,2023-01-23,Contract,"66253 Miller Dale
Stephanieton, AK 94738",Joseph Lambert,4.5,"['design', 'choose', 'customer', 'American', 'bit']",Robertstad,No
Eugene Woods,stevencole@example.net,314-559-5649x24513,0e8e4622-3209-4916-8866-decd37b5f874,Tourist information centre manager,Sales,56097.59,2018-04-27,Part-time,"Unit 5924 Box 5222
DPO AP 49519",Angela Hill,1.9,"['significant', 'ready', 'nice', 'just', 'day']",Howeshire,No
Jake Cardenas,gonzalezdavid@example.com,(449)809-7312,5946c35e-45df-4b9a-b76a-d914dd3ee0e6,Set designer,Finance,62929.54,2015-11-06,Part-time,"204 Wright Walks Apt. 389
Burkeside, CA 94798",Brittany Farmer,3.1,"['south', 'both', 'simple', 'respond', 'follow']",Port Sheriport,No
Christian Henderson,oanderson@example.com,(971)220-0390,2178af04-a5cd-4356-99e4-855061a7c8a6,Politician's assistant,Engineering,73068.75,2017-12-08,Part-time,"21716 Lisa Inlet Apt. 135
Hollowayville, DC 64362",Alisha Harrison,3.9,"['weight', 'certain', 'local', 'though', 'from']",Davidshire,No
David James,miguel72@example.org,658-281-7737,ce52a5b4-a42f-469b-afe3-e7b704610bdd,Copy,HR,46814.05,2022-08-11,Full-time,"Unit 2464 Box 3142
DPO AE 72418",Jon Dunn,3.0,"['write', 'social', 'chance', 'baby', 'lead']",Fieldsfurt,No
Dr. Sarah Carroll,mark56@example.org,228.414.0491,25e05446-70e6-419d-a7e7-69ecef7a14cd,Multimedia specialist,HR,95308.14,2017-02-18,Contract,"91531 Little Ports Suite 372
Markchester, RI 71624",Matthew Pope,4.8,"['politics', 'hit', 'owner', 'somebody', 'catch']",Lake Michael,Yes
