name,email,date_of_birth,address,phone_number,grade,student_id,major,minor,enrollment_year,graduation_year,gender,gpa,ethnicity,marital_status,courses,student_type,scholarship,sports_teams,internship_status,social_security_number,birth_place,nationality,parents,emergency_contact,language_proficiency,previous_schools,has_student_loan
Mary Gallegos,cynthiayoung@example.com,2006-01-25,"5285 Devin Isle
New Josephshire, RI 54246",+1-672-966-0578x62631,F,bcc3d7ef-5e6c-4024-b9d8-58be4198e3d1,Mathematics,Economics,2022,2000,Female,6.7,Caucasian,Single,"['strategize clicks-and-mortar metrics', 'transform extensible communities', 'extend efficient metrics']",Full-time,No,Soccer,Currently Internship,208-42-2533,Thomasfort,German,"{'father_name': 'Jason Vaughn', 'mother_name': 'Pedro Velasquez', 'contact_number': '+1-508-200-6846x894'}","{'name': 'Mason Torres', 'relationship': 'Friend', 'phone_number': '(417)412-1912'}",Mandarin,"['Dickson Ltd', 'Morrison-Gray']",Yes
Brenda Johnson,edrake@example.com,2003-08-06,"65492 Conley Meadow
Saraland, FL 18252",001-913-540-0926x48772,A,7732b5fc-f027-4300-b74c-0a53449edd36,Physics,Economics,1986,1984,Female,4.0,Hispanic,Divorced,"['transition customized info-mediaries', 'orchestrate plug-and-play e-business', 'orchestrate innovative markets']",Full-time,Yes,Soccer,Currently Internship,372-74-4555,New Taraview,British,"{'father_name': 'Robert Hill', 'mother_name': 'Courtney Charles', 'contact_number': '820-880-6191'}","{'name': 'George Hernandez', 'relationship': 'Friend', 'phone_number': '001-246-203-3805x36123'}",English,"['Perez-Stout', 'Anderson PLC']",Yes
Robert Snyder,paulharvey@example.net,2005-12-18,"910 Finley Prairie
Lake Ashleyside, AZ 37564",(342)970-5458x60627,A,672e3c6b-c64b-4e20-ab72-a2d876c04f07,History,Music,1987,1995,Non-binary,8.6,Mixed,Married,"['synthesize next-generation channels', 'innovate cross-media ROI', 'streamline innovative partnerships']",Full-time,Yes,Football,None,210-84-1728,North Rodney,American,"{'father_name': 'Lance Harris', 'mother_name': 'Frank Henderson', 'contact_number': '001-372-620-9742'}","{'name': 'David Watson', 'relationship': 'Friend', 'phone_number': '+1-841-626-8768x24756'}",German,"['Coleman Group', 'Jones-Pace']",No
Laura Wallace,jacksonbrandon@example.org,2006-12-18,"USCGC Meyer
FPO AP 33278",228-708-7899,C,6aca5dad-bf68-4dc1-ab43-d2f95d095d10,Computer Science,Music,2001,1976,Male,3.9,Caucasian,Single,"['mesh intuitive systems', 'engineer efficient supply-chains', 'embrace bleeding-edge portals']",Full-time,No,Football,None,311-53-1677,New Francisco,Canadian,"{'father_name': 'Peter Marsh', 'mother_name': 'Harold Hernandez', 'contact_number': '001-432-372-3773'}","{'name': 'Rachel Finley', 'relationship': 'Sibling', 'phone_number': '647.963.7628x22273'}",French,"['Fox Group', 'Mitchell, Shaw and Richardson']",No
Deborah Hood,amanda80@example.com,2005-11-13,"4091 Amanda Radial
Lopeztown, AR 52270",001-956-845-4038,F,6827e39a-7aab-4812-a193-14c0c29ac327,History,Economics,2017,1973,Male,9.7,Other,Divorced,"['re-contextualize user-centric initiatives', 'brand efficient action-items', 'evolve distributed methodologies']",Full-time,Yes,Soccer,None,623-81-2891,Karenstad,German,"{'father_name': 'Beth Blackwell MD', 'mother_name': 'David Atkins MD', 'contact_number': '(843)707-5975'}","{'name': 'Thomas Lawrence', 'relationship': 'Parent', 'phone_number': '982-570-9703x6837'}",German,"['Castro-Ross', 'Chapman LLC']",No
Alex Mason,brandon84@example.org,2005-01-30,"806 Ryan Fall
Lake Jason, OK 12125",335.407.5213x9297,C,681e4875-2271-49c8-a3e2-98664b1ea51e,History,Psychology,2005,2004,Female,8.1,Other,Single,"['benchmark robust systems', 'disintermediate efficient niches', 'brand next-generation infrastructures']",Part-time,Yes,Football,Completed Internship,281-21-6688,Port Anthonyborough,German,"{'father_name': 'Matthew Turner', 'mother_name': 'Jennifer Walton', 'contact_number': '(888)329-9970x2654'}","{'name': 'Brittany Duncan', 'relationship': 'Parent', 'phone_number': '665-378-1400'}",Mandarin,"['Bennett, Johnson and Martin', 'Roberson Ltd']",No
Rebecca Mcguire,fhernandez@example.net,2006-05-29,"62578 Anthony Rapid
Gonzalesland, WA 90056",230.803.1532x2476,B,4ca3ffdf-4a13-410b-a84d-33af71330818,Engineering,Art History,2006,1978,Non-binary,2.3,Asian,Single,"['monetize holistic e-commerce', 'strategize scalable solutions', 'scale visionary models']",Full-time,Yes,None,Currently Internship,426-55-6427,North Blaketon,Australian,"{'father_name': 'Barbara Hughes', 'mother_name': 'Roberto Walker', 'contact_number': '449.479.3443'}","{'name': 'Robert Ellis', 'relationship': 'Other', 'phone_number': '+1-987-291-6380x0261'}",English,"['Rogers-Johnson', 'Brown-Bernard']",No
Catherine Estrada,timothy10@example.com,2004-09-05,"429 Johnson Square
Coxville, NM 31952",937-305-7701x1516,C,a2c244c1-9766-44bb-8319-3a9005efe724,History,Sociology,1990,2002,Non-binary,4.5,Asian,Single,"['utilize cross-media experiences', 'e-enable rich paradigms', 'evolve enterprise convergence']",Full-time,Yes,Soccer,None,340-11-8613,Rodrigueztown,British,"{'father_name': 'Robert Velez', 'mother_name': 'Susan Sheppard', 'contact_number': '(383)983-3090'}","{'name': 'Edward Meyer', 'relationship': 'Friend', 'phone_number': '215.436.2380x400'}",Spanish,"['Christian-Wood', 'Dominguez PLC']",No
Miranda Sullivan,awiggins@example.net,2005-11-22,"8832 Lane Viaduct Suite 057
Lake William, PW 56595",001-735-286-0570,D,85e90182-0dfe-4e1e-ab1c-977ad03071ad,Biology,Sociology,1977,1990,Male,6.0,Caucasian,Single,"['visualize scalable networks', 'maximize bleeding-edge users', 'brand distributed bandwidth']",Part-time,Yes,None,None,559-51-1719,Joelfort,German,"{'father_name': 'Sean Wells', 'mother_name': 'Ryan Gardner', 'contact_number': '+1-449-225-8416x84417'}","{'name': 'Brian Cooper', 'relationship': 'Sibling', 'phone_number': '(474)302-8015'}",English,"['Sandoval-Jackson', 'Randolph Group']",Yes
Roger Martinez,wanda34@example.org,2006-05-12,"832 Warren Parkway
Lake Stephanie, WI 04738",(315)685-7991x087,C,1292c445-326f-4f6b-ad1f-a03af0ffee3b,History,Sociology,2014,1975,Male,7.3,African American,Married,"['grow proactive experiences', 'empower customized applications', 'unleash rich ROI']",Full-time,No,Soccer,Completed Internship,820-24-9597,East Zoe,German,"{'father_name': 'Melissa Wagner', 'mother_name': 'Calvin Giles', 'contact_number': '(910)688-1147'}","{'name': 'Jennifer Rodriguez', 'relationship': 'Sibling', 'phone_number': '9378637027'}",English,"['Rice, Nichols and Hood', 'Johnson PLC']",No
Roger Scott,rebekahwalker@example.org,2003-01-21,"25988 Stephanie Shoals Apt. 695
East Charlotte, WY 74372",+1-591-361-0396,F,77ebcdf6-0f19-495e-80bb-78c313a19d1d,Mathematics,Psychology,1972,1982,Non-binary,7.7,African American,Divorced,"['utilize intuitive portals', 'innovate granular infrastructures', 'evolve scalable ROI']",Full-time,No,Basketball,Currently Internship,601-24-2340,Emmaview,German,"{'father_name': 'Leah Beard', 'mother_name': 'Catherine Robinson', 'contact_number': '001-872-280-2081x80384'}","{'name': 'Billy Nelson', 'relationship': 'Parent', 'phone_number': '(217)662-5586x48463'}",Spanish,"['Rich, Burns and Garcia', 'Kelly, Ryan and Payne']",Yes
Charles Robles,megan04@example.com,2006-05-13,"45763 Mathew Light
Port Brandon, MO 65276",+1-571-209-7904x0266,B,f72588ad-a026-44dc-b627-c3332350651e,Physics,Philosophy,2009,2023,Non-binary,7.7,African American,Divorced,"['e-enable vertical content', 'evolve seamless deliverables', 'integrate granular markets']",Full-time,No,Basketball,None,004-85-6296,Willieshire,Canadian,"{'father_name': 'Paul Alvarado', 'mother_name': 'James Simmons', 'contact_number': '+1-678-230-8666'}","{'name': 'Angela Sanchez', 'relationship': 'Sibling', 'phone_number': '+1-504-811-0345x99989'}",French,"['Johnson PLC', 'Moore, Phillips and Lawrence']",No
Patrick Taylor,cynthiahebert@example.net,2002-11-03,"7681 Cody Fields Suite 184
Youngmouth, OH 84879",283-554-3417x9725,C,c11166ea-1f73-42b9-bb14-9eceedde3432,Physics,Music,1975,1981,Male,5.7,Other,Single,"['empower seamless interfaces', 'visualize plug-and-play paradigms', 'grow killer relationships']",Part-time,No,Soccer,None,043-43-7010,Blakemouth,British,"{'father_name': 'Lindsay Cruz', 'mother_name': 'Sherri Ramos', 'contact_number': '924.931.7847x53562'}","{'name': 'Vanessa Walker', 'relationship': 'Other', 'phone_number': '(652)535-9802x51681'}",Other,"['Snow-Gentry', 'Smith, Warren and Estrada']",No
Natasha Freeman,michelle27@example.net,2005-06-07,"5767 Rhonda Causeway Suite 414
North Danielleville, WV 60196",205-454-0633,B,ecb1a26f-6921-4aeb-80b3-2b8e5a7d6bc7,Mathematics,Philosophy,1972,2009,Male,10.9,Other,Single,"['synergize web-enabled portals', 'architect distributed metrics', 'evolve viral mindshare']",Full-time,Yes,None,Completed Internship,128-36-2333,Samuelmouth,German,"{'father_name': 'David Henry', 'mother_name': 'Barbara Hernandez MD', 'contact_number': '386-760-0878x8065'}","{'name': 'Glenn Hayes', 'relationship': 'Other', 'phone_number': '001-540-755-8173x080'}",Other,"['White LLC', 'Pennington-Patterson']",Yes
Miranda Briggs,vjohns@example.org,2006-12-02,"USNV Green
FPO AA 80451",251.272.8104x466,B,54062972-8cc6-4311-ade3-60d634c81208,Engineering,Art History,1989,1984,Non-binary,7.9,Hispanic,Divorced,"['morph open-source web services', 'incubate seamless deliverables', 'extend user-centric networks']",Part-time,No,Basketball,None,219-08-1630,North Melissa,German,"{'father_name': 'Mrs. Erica Richardson', 'mother_name': 'Linda Blanchard', 'contact_number': '790-786-1807x7706'}","{'name': 'Scott Berg', 'relationship': 'Other', 'phone_number': '001-230-531-1259x54712'}",English,"['Young-Parker', 'Mclaughlin, Roberts and Mack']",Yes
Zachary Davies,stanleysonya@example.net,2004-01-06,"58942 Brock Stravenue Suite 880
Bryanhaven, MS 74892",260.783.3939x8548,D,14bfd9ea-9b03-4fb9-8643-dbc44325ad06,Engineering,Philosophy,1990,2000,Male,2.0,African American,Divorced,"['incubate bleeding-edge e-tailers', 'productize vertical e-services', 'deploy ubiquitous info-mediaries']",Full-time,Yes,None,None,106-16-9138,East Dillonmouth,Canadian,"{'father_name': 'Michelle Buchanan', 'mother_name': 'Geoffrey Bartlett', 'contact_number': '8042552048'}","{'name': 'Meredith Woodard', 'relationship': 'Sibling', 'phone_number': '(791)687-1416x88660'}",Other,"['Henderson LLC', 'Hall Group']",Yes
Elizabeth Cabrera,clarkjasmine@example.com,2002-09-16,"PSC 2130, Box 7207
APO AE 19275",2526782135,D,f7eac000-58a1-4109-a1bb-ae215adc3f3c,Mathematics,Art History,2013,1986,Non-binary,7.0,Caucasian,Single,"['redefine scalable info-mediaries', 'utilize wireless metrics', 'synthesize customized info-mediaries']",Part-time,Yes,Football,None,552-43-8052,Davishaven,German,"{'father_name': 'April French', 'mother_name': 'Dylan Aguirre', 'contact_number': '731-573-5864'}","{'name': 'Hannah Leach', 'relationship': 'Parent', 'phone_number': '001-400-467-6576x5101'}",English,"['Romero-Gonzalez', 'Barber-Thomas']",No
Jason Tate,uferrell@example.net,2006-10-08,"0189 Brandon Roads Suite 652
Port Travis, MT 22937",(293)499-4749x3008,A,2818b2d4-161f-41a8-967f-63fcb78f6252,Engineering,Economics,1977,2010,Male,8.9,Mixed,Single,"['engage innovative initiatives', 'maximize end-to-end solutions', 'innovate revolutionary markets']",Full-time,No,Football,Currently Internship,467-30-8976,Mariafurt,Australian,"{'father_name': 'Wendy Petty', 'mother_name': 'Melvin Mcbride', 'contact_number': '(267)421-4569x93137'}","{'name': 'Emily Mueller', 'relationship': 'Other', 'phone_number': '(544)582-7028'}",English,"['Johnson, Reyes and Daugherty', 'Cunningham, Miles and Juarez']",No
Eduardo Smith,alvarezaaron@example.com,2004-09-11,"65607 Harmon Fort Apt. 494
Port Jennifermouth, MT 58761",739.355.1542,D,927ab429-5851-4fb1-b419-6a270362b2dd,Biology,Music,2025,2008,Non-binary,4.0,Hispanic,Married,"['whiteboard one-to-one e-services', 'revolutionize efficient functionalities', 'generate global initiatives']",Full-time,Yes,Football,None,003-44-8680,Port Adam,German,"{'father_name': 'Jessica Miller', 'mother_name': 'Tammy Hernandez', 'contact_number': '+1-481-407-6670x8730'}","{'name': 'Sheryl James', 'relationship': 'Parent', 'phone_number': '+1-515-513-0341x9554'}",German,"['Roman, Fuentes and Cervantes', 'Leonard Inc']",Yes
Willie Larson,ttran@example.com,2005-06-30,"2215 Peter Forks Suite 041
South Jessicabury, CA 64771",739.995.4314,F,18105565-bfef-4fac-80b6-ffc436355eb1,History,Philosophy,2002,2002,Male,11.8,Asian,Divorced,"['brand compelling users', 'aggregate impactful technologies', 'optimize virtual initiatives']",Part-time,No,Soccer,Completed Internship,646-92-7668,North Ericberg,German,"{'father_name': 'Tammy Li', 'mother_name': 'Holly Lee', 'contact_number': '+1-460-735-0756x9363'}","{'name': 'Joanna Russo', 'relationship': 'Friend', 'phone_number': '(922)344-6197x2659'}",Mandarin,"['Flowers, Garcia and Herrera', 'Ramirez Ltd']",No
Taylor Johnson,shannon54@example.net,2006-06-05,"062 Tim Avenue
North Shelby, WA 83434",(270)953-2740,B,aec1091d-5982-4490-89db-15bb5591e215,Chemistry,Music,1976,2023,Non-binary,11.8,Asian,Divorced,"['facilitate front-end synergies', 'transform wireless solutions', 'synthesize next-generation synergies']",Part-time,No,Soccer,Currently Internship,883-69-9507,East William,Canadian,"{'father_name': 'Kaitlyn Smith', 'mother_name': 'Michael Lopez', 'contact_number': '4987392714'}","{'name': 'Benjamin Stewart', 'relationship': 'Friend', 'phone_number': '001-360-769-4749'}",French,"['Mueller, Vargas and Hernandez', 'Munoz-Woodard']",No
Daniel Lee,frostbrenda@example.com,2002-11-27,"896 Baxter Points
Lake Julianland, CT 96557",(423)855-4745x32478,B,290f9d60-8615-477c-a7f4-c5611ae59ef3,Physics,Art History,1985,2010,Female,9.6,African American,Single,"['matrix distributed partnerships', 'mesh collaborative communities', 'transform customized systems']",Part-time,No,Soccer,Completed Internship,033-78-5310,South Richard,Australian,"{'father_name': 'Christine Valenzuela MD', 'mother_name': 'Ashley Klein DDS', 'contact_number': '+1-281-435-4728x00396'}","{'name': 'Richard Thornton', 'relationship': 'Parent', 'phone_number': '751-655-3941'}",German,"['Mcbride, Steele and Ingram', 'Copeland-Villegas']",No
Jennifer Dennis,michaelrocha@example.net,2006-02-02,"36928 Hanson Spurs
Leeport, NY 17436",+1-445-555-2864x267,C,ae6a68f4-6634-48e9-b9a2-a491ef93f26f,History,Economics,2000,1992,Male,9.0,African American,Divorced,"['generate best-of-breed users', 'unleash compelling niches', 'expedite 24/7 interfaces']",Part-time,Yes,Football,Currently Internship,236-42-5934,Maystad,German,"{'father_name': 'Joseph Young', 'mother_name': 'Ashley Hernandez', 'contact_number': '(747)923-0209x8363'}","{'name': 'Ryan Smith', 'relationship': 'Parent', 'phone_number': '001-833-520-6383x726'}",French,"['Arnold, Clarke and Kelley', 'Castro-Houston']",Yes
Jon Cook,mmason@example.com,2003-03-08,"49347 John Shoals
Amybury, TN 98319",(825)676-3360,B,e2be3534-8397-4e79-80e5-45cf1f07a094,Computer Science,Sociology,1976,2010,Male,4.2,African American,Married,"['transition seamless content', 'scale holistic web-readiness', 'seize cross-media e-tailers']",Part-time,Yes,Basketball,Completed Internship,099-16-0457,Wrightfort,Australian,"{'father_name': 'Kimberly White', 'mother_name': 'Charles Choi', 'contact_number': '(536)681-7889'}","{'name': 'Lydia Smith', 'relationship': 'Parent', 'phone_number': '001-684-859-4303'}",Spanish,"['Hughes-Rich', 'Morgan, Silva and Lamb']",No
Christopher Rogers,joshua75@example.org,2003-06-02,"5551 Fisher Rapids Suite 501
East Hannah, NC 84866",001-276-693-4257,A,ea9ce6e3-baba-461a-b083-079c460058ab,History,Art History,1983,2003,Male,6.8,Hispanic,Married,"['scale clicks-and-mortar systems', 'productize 24/7 interfaces', 'incubate turn-key architectures']",Part-time,Yes,Basketball,Completed Internship,339-94-2094,North Crystal,Australian,"{'father_name': 'Frank Mckay', 'mother_name': 'Heather Kidd', 'contact_number': '(454)947-4343'}","{'name': 'James Stokes', 'relationship': 'Other', 'phone_number': '3676140853'}",Spanish,"['Mosley-Obrien', 'Coleman-Cannon']",Yes
Kimberly Young,nmathis@example.org,2002-06-19,"Unit 7791 Box 2761
DPO AE 55172",001-509-939-7619x0856,D,830e6f24-cb20-4b61-a043-aaf27fd640c1,Mathematics,Economics,2011,1977,Non-binary,5.0,Other,Married,"['benchmark collaborative networks', 'brand turn-key info-mediaries', 'deploy distributed applications']",Part-time,Yes,Football,None,555-36-1902,South Brianfurt,German,"{'father_name': 'Victoria Miller', 'mother_name': 'Michele Gibson', 'contact_number': '467-328-2833'}","{'name': 'Ryan Morton', 'relationship': 'Sibling', 'phone_number': '001-382-520-2671x25945'}",French,"['Nelson, Howard and Allison', 'Alexander LLC']",No
Brandon Jones,johnromero@example.com,2006-04-27,"9645 Kerri Summit Suite 115
Lake Erinchester, IL 39871",(216)622-3816x45281,B,b9005eff-b1d3-4314-bb67-6fda8bf16301,Mathematics,Economics,1987,1998,Non-binary,7.7,Hispanic,Married,"['redefine enterprise initiatives', 'redefine customized synergies', 'revolutionize real-time content']",Part-time,Yes,Soccer,Currently Internship,741-03-7683,Jeremyburgh,German,"{'father_name': 'Micheal Sullivan', 'mother_name': 'Morgan Snyder', 'contact_number': '+1-580-319-4185x10391'}","{'name': 'Laura Everett', 'relationship': 'Sibling', 'phone_number': '(566)791-5249x3233'}",English,"['Sharp, Yoder and Brown', 'Smith-Williams']",No
Michele Sanchez,kreynolds@example.net,2004-10-16,"308 Bernard Radial
North Victoriamouth, IN 94825",(967)874-7373,C,00fcd08c-f8db-4317-af99-5790c6f42c47,History,Art History,2002,1974,Male,10.8,Caucasian,Married,"['empower front-end networks', 'brand end-to-end portals', 'visualize 24/365 metrics']",Part-time,No,Basketball,Currently Internship,028-21-0866,Lake Elizabethfort,British,"{'father_name': 'Robert Jackson', 'mother_name': 'Jennifer Smith', 'contact_number': '730-720-1689x0083'}","{'name': 'Kenneth Rodriguez', 'relationship': 'Sibling', 'phone_number': '+1-241-503-1924x6402'}",Mandarin,"['Murphy and Sons', 'Lewis-Lucas']",Yes
Kelly Smith,anthonycoleman@example.net,2005-09-01,"9592 Jason Keys Apt. 951
Jonesburgh, DE 31956",672.661.7239x6177,B,e3d21e03-83ce-46de-b088-ac4ca1ec52f8,Physics,Art History,2002,2011,Male,11.4,Asian,Married,"['facilitate global applications', 'optimize impactful communities', 'evolve intuitive interfaces']",Full-time,No,None,Currently Internship,046-95-4315,Toddport,Australian,"{'father_name': 'Gina Cooper', 'mother_name': 'Danielle Powers', 'contact_number': '699-639-7783'}","{'name': 'Tammy Downs', 'relationship': 'Sibling', 'phone_number': '718.621.7096'}",Other,"['Davenport-Bowers', 'Johnson Ltd']",Yes
